,id,name,slug,description
2173,RFQVrw_4EeykpwqKUJ17cQ,Governance and Strategy,cybersecurity-governance-and-strategy,"This course is an introduction and an overview to the basic principles of cybersecurity Governance and Strategy. It provides guidance on determining information security objectives and how to
measure progress toward achieving them. It is an exposition on the rationale and necessity for
senior management to integrate information security into overall organizational governance at
the highest levels."
2174,Rd2mavC2Eeu8Fwo3Sa_Z7Q,Ajukan Pertanyaan untuk Mengambil Keputusan Berdasarkan Data,ajukan-pertanyaan-untuk-mengambil-keputusan-berdasarkan-data,"Ini adalah materi kedua dalam program Sertifikat Analitik Data Google (Google Data Analytics Certificate). Materi ini akan memberi Anda keterampilan yang dibutuhkan untuk melamar pekerjaan analis data tingkat pemula. Anda akan mengembangkan lebih lanjut pemahaman Anda mengenai topik yang diperkenalkan pada materi pertama program Sertifikat Analitik Data Google. Materi ini akan membantu Anda mempelajari cara mengajukan pertanyaan yang efektif untuk membuat keputusan berbasis data, namun tetap sesuai dengan kebutuhan pemangku kepentingan. Para analis data Google akan mengajarkan dan memberi tahu Anda berbagai cara praktis untuk menyelesaikan tugas umum analis data dengan menggunakan alat dan sumber daya terbaik.

Pembelajar yang menyelesaikan program sertifikat ini akan memiliki bekal yang cukup untuk melamar kerja sebagai analis data tingkat pemula. Tidak diperlukan pengalaman apa pun sebelumnya.

Di akhir materi ini, Anda akan:
- Mempelajari teknik bertanya efektif yang dapat membantu mengarahkan analisis. 
- Memahami cara pengambilan keputusan berbasis data dan bagaimana analis data menyajikan temuannya.
- Mengeksplorasi berbagai skenario bisnis di dunia nyata agar lebih memahami tentang cara mengajukan pertanyaan dan pengambilan keputusan.
- Mengetahui mengapa dan bagaimana spreadsheet menjadi alat penting bagi analis data.
- Menguji berbagai ide penting yang berhubungan dengan pemikiran terstruktur dan bagaimana hal tersebut dapat membantu analis untuk memahami permasalahan dengan lebih baik serta mengembangkan berbagai solusinya.
- Mempelajari strategi untuk mengelola ekspektasi para pemangku kepentingan seraya membangun komunikasi yang jelas dengan tim analitik data untuk mencapai berbagai tujuan bisnis."
2175,RGTS16ZREeiH3AqX3raR7A,Google Cloud Big Data and Machine Learning Fundamentals en Français,gcp-big-data-ml-fundamentals-fr,"Ce cours présente les produits et services Google Cloud pour le big data et le machine learning compatibles avec le cycle de vie ""des données à l'IA"". Il explore les processus, défis et avantages liés à la création d'un pipeline de big data et de modèles de machine learning avec Vertex AI sur Google Cloud."
2176,pZC4iZeyEeuychIu0-l95w,Low Intermediate English: Planning & Organization,low-intermediate-english-planning-organization,"In this course, you will learn important language for planning your life, including your social life, your travels, and your work. Learning activities in this course will take place on Voxy, an engaging language learning platform that automatically adapts to your current level and your performance across reading, listening, speaking, grammar, and vocabulary skills so that every lesson is optimized for rapid improvement.

Each week is made up of engaging, short, task-based lessons that can be done anywhere, anytime. Lessons include content from the real world, so you will learn from real conversations, emails, and text messages between friends and colleagues as they make plans, schedule meetings, or organize their day.  By the end of the course, you will be ready to start organizing your life!"
2177,VncqK1pcEeaf-Qp81ahtrQ,Strategic Organization Design,organization-design,"Strategic Organization Design will introduce new topics and modules with even more real world examples and opportunities for student interaction than its predecessors Competitive Strategy (https://www.coursera.org/learn/competitive-strategy) and Advanced Competitive Strategy (https://www.coursera.org/learn/advanced-competitive-strategy).

The final course in the Competitive Strategy and Organization Design specialization covers the internal workings of an organization and its interactions with the outside world. Where the first two courses mainly covered the way firms interact with the outside world, in particular competitors and complementors, the third course looks at the way a firm’s organization should be designed to compete effectively."
2178,zVT2pDNqEeyZlQoNyXy15Q,의사 결정을 위한 비즈니스 분석,business-analytics-decision-making-ko,이 과정에서는 의사 결정을 위한 모델을 만드는 방법을 알아봅니다. 시장 세분화에 매우 유용한 데이터 축소 기법인 클러스터 분석부터 시작하겠습니다. 그런 다음 많은 비즈니스 결정에 만연한 불확실성을 모델링하는 데 유용한 몬테카를로 시뮬레이션의 기본 사항을 배우게 됩니다. 의사 결정의 핵심 요소는 최선의 조치를 식별하는 것입니다. 비즈니스 문제에는 대안적 해결책이 너무 많은 경우가 있으므로 최적화가 최상의 옵션을 식별하는 데 어떻게 도움이 되는지 배우게 됩니다. 이 과정에서 정말 흥미로운 점은 이러한 예측 및 규범적 분석 모델에 대해 배우기 위해 컴퓨터 언어나 고급 통계를 알아야 할 필요가 없다는 것입니다. Analytic Solver Platform과 Excel에 대한 기본 지식만 있으면 됩니다. 과제에 참여하는 학습자는 Analytic Solver Platform에 무료로 액세스할 수 있습니다.
2179,FlQfzEjgEe6DJA6o-8C84Q,Advanced Blockchain Architectures,advanced-blockchain-architecture,"The Advanced Blockchain Architectures course is ideal for individuals with a basic understanding of digital technology as well as developers or security professionals wishing to expand their blockchain knowledge. It provides an in-depth exploration of Blockchain architecture, emphasizing technical components and complex features like cryptography and node management. Students will gain a comprehensive understanding of crucial aspects such as the integral parts of Blockchain, proof of concept for a private blockchain, privacy issues, and security measures. The course also delves into the interoperability between different blockchains, the scalability of blockchain solutions, and the environmental impacts of blockchain technology.

After completing this course, you should be able to:
- Describe the process of delivering a blockchain solution
- Explain how to design and implement a proof of concept
- Conduct a needs analysis
- Identify limitation and concerns for enterprise blockchain adoption
- Explain the technical implementations of self-sovereign identity on blockchains
- Describe how decentralized identifiers and verifiable credentials can empower users
- List some techniques for integrating blockchain networks with other blockchains
- Explain how to architect interoperable blockchain ecosystems
- Explain the eWaste from hardware turnover and the threat of quantum computing"
2180,x3xpoKkrEeyxDg4ukgkVlw,Speech to Text Transcription with the Cloud Speech API,googlecloud-speech-to-text-transcription-with-the-cloud-speech-api-vwhbe,"This is a self-paced lab that takes place in the Google Cloud console.
The Cloud Speech API lets you do speech to text transcription from audio files in over 80 languages.  In this hands-on lab you’ll record your own audio file and send it to the Speech API for transcription."
2181,1jFUizigEei-DA6IqIEwYg,Global Arctic,global-arctic,"The GlobalArctic MOOC introduces you the dynamics between global changes and changes in the Arctic. This course aims to highlight the effects of climate change in the Polar region. In turn, it will underline the impacts of a warmer Arctic on the planet Earth. For human civilization, the Arctic stands both as a laboratory and a warning for human kind.

Besides, this course gives course followers an understanding of the key challenges and pathways to sustainable development in the Arctic region. 

This course is unique as it gathers several world’s experts for the first time to speak about the Arctic. Their respective inputs from different academic perspectives and disciplines offer a relevant and complete assessment of the Arctic region and its connection to the rest of the planet. At the end of the day, the course intends to offer in full scope the keys to understanding as the Arctic plays as a mirror of the human and geological dynamics."
2182,iB0inbJxEemE4w7J26sUcg,Architecting with Google Kubernetes Engine: Workloads em Português Brasileiro,deploying-workloads-google-kubernetes-engine-gke-br,"Neste curso, ""Architecting with Google Kubernetes Engine: Workloads"", você aprenderá a fazer operações do Kubernetes, criar e gerenciar implantações, usar as ferramentas de rede do GKE e configurar um armazenamento permanente para cargas de trabalho do Kubernetes.
 
 O curso faz parte de uma especialização que tem como foco criar infraestruturas de computação eficientes usando o Kubernetes e o GKE. Os participantes da especialização aprendem a implantar e gerenciar aplicativos conteinerizados no GKE e nos outros serviços do Google Cloud Platform. Com apresentações, demonstrações e laboratórios práticos, os participantes conhecem e implantam elementos da solução, inclusive componentes de infraestrutura, como pods, contêineres, implantações e serviços, além de redes e serviços de aplicativo. A especialização também inclui a implantação de soluções práticas, como o gerenciamento de segurança e acesso, além do gerenciamento e monitoramento de recursos.
 
 
 >>> Ao se inscrever no curso, você concorda com os Termos de Serviço do Qwiklabs, conforme estabelecido na seção de perguntas frequentes do site: https://qwiklabs.com/terms_of_service <<<"
2183,YfNZHLRzEe2GGAqyWdJs5Q, التعامل مع البيانات في Android,working-with-data-in-android-ar,"تعرّف على كيفية التعامل مع تقنيات الويب والبيانات الدائمة على تطبيقات Android حتى بعد إغلاق التطبيق أو إعادة تشغيله. هناك تركيز على الاتصال عبر الويب وأدوات المطور وسوف تكتشف كيفية تواصل تطبيقات Kotlin عبر الويب. ستتعرف على كيفية عمل تنسيقات البيانات وبروتوكولات الويب فيما يتعلق بتطبيقات Kotlin. علاوة على ذلك، سوف تتدرب على تطبيق تقنيات البرمجة غير المتزامنة باستخدام Kotlin. 

تعرف على الوظائف والاستخدامات الأساسية لنظام إدارة قاعدة بيانات SQLite‏ (DBMS). تعرف على عملاء الويب وقواعد البيانات عن طريق إضافة اتصالات من تطبيقك إلى لغات أخرى للوصول إلى واجهات برمجة تطبيقات (API) الويب المصممة خصيصًا وأنظمة إدارة قواعد البيانات.

لإكمال هذه الدورة التدريبية، يوصى بأن يكون لديك فهم متقدم لبرمجة Kotlin، إلى جانب معرفة وظيفية بتشغيل Android Studio 
لإكمال هذه الدورة التدريبية.

بحلول نهاية هذه الدورة التدريبية، ستكون قادرًا على:

•تحديد بعض الأدوات والحزم الأكثر فائدة المتاحة لمطور Kotlin 

•تطبيق روتينات Kotlin المساعدة في تطبيقات Android 

•تطبيق المبادئ العامة لاستخدام Room 

•دمج التعليمات البرمجية من لغات أخرى في 

•إنشاء تطبيق Android قائم على البيانات"
2184,eL9HZ2ItEeWpHwqwM9Gg0w,Finding Hidden Messages in DNA (Bioinformatics I),dna-analysis,"Named a top 50 MOOC of all time by Class Central!

This course begins a series of classes illustrating the power of computing in modern biology. Please join us on the frontier of bioinformatics to look for hidden messages in DNA without ever needing to put on a lab coat.

In the first half of the course, we investigate DNA replication, and ask the question, where in the genome does DNA replication begin?  We will see that we can answer this question for many bacteria using only some straightforward algorithms to look for hidden messages in the genome.

In the second half of the course, we examine a different biological question, when we ask which DNA patterns play the role of molecular clocks.  The cells in your body manage to maintain a circadian rhythm, but how is this achieved on the level of DNA?  Once again, we will see that by knowing which hidden messages to look for, we can start to understand the amazingly complex language of DNA.  Perhaps surprisingly, we will apply randomized algorithms, which roll dice and flip coins in order to solve problems.

Finally, you will get your hands dirty and apply existing software tools to find recurring biological motifs within genes that are responsible for helping Mycobacterium tuberculosis go ""dormant"" within a host for many years before causing an active infection."
2185,Uc0mooNHEe6DShIWqspZTw,Machine Learning for Marketers,machine-learning-marketing,"""Machine Learning for Marketers"" is an advanced course tailored for professionals looking to integrate machine learning into their marketing strategies. This course uniquely focuses on both predictive analytics and decision-making, using supervised learning methods to analyze and forecast customer behavior. Participants will learn to implement advanced machine learning techniques, enhancing the accuracy of predictions and informing better marketing decisions. The course also covers campaign analysis through rigorous testing methods like cross-validation, ensuring the reliability of marketing strategies. A key feature of this course is its coverage of unsupervised learning algorithms, enabling learners to uncover hidden patterns in marketing data for sophisticated customer segmentation and market analysis. Additionally, the course discusses optimizing product positioning using dimensionality reduction techniques and improving personalized customer experiences through recommender system technology."
2186,65KPw75dEe2f_QqiHmxYNQ,MBA Essentials,mba-essentials,"Embark on a transformative journey through the world of business with our comprehensive course, MBA Essentials. Delivered by a team of dynamic instructors, each with their own unique teaching style, this course offers a diverse perspective on the multifaceted realm of business administration. In the 21st century, businesses demand individuals who can decipher data and information to craft strategic foresight. This course serves as a foundational cornerstone for those aspiring to elevate their careers.

Learners will delve into the vital components of the MBA experience, gaining essential knowledge, fostering the right attitude, and preparing for the challenges that lie ahead. Moving between concepts, applications, tools, and skills, you'll gain more insights into strategy and supply chain management, financial data, leadership and change, and finally innovation and marketing. If you're looking to find out more about an MBA—or even want to refresh your own knowledge—this course is a great starting point."
2187,zUl27Ml-Ee6SjxKHxThXWw,Mastering SEO with Jasper: Ranking and Optimization,mastering-seo-with-jasper-ranking-and-optimization-4,"Learners will co-create a high-quality, SEO-optimized nutrition blog article alongside the instructor, leveraging the capabilities of Jasper AI. By the end of the project, learners will have a deep understanding of how to create engaging and informative, SEO-optimized and mobile-friendly articles that can attract a wider audience, boost website traffic, and achieve their online marketing goals."
2188,uJChbNjDEeqhww7hs5LIiw,Style Tables with CSS,style-html-tables-css,"In this intermediate-level course you will explore how CSS (Cascading Stylesheets) can be used to alter the appearance of a table on your web page. HTML is used to add a table to a website to organize content. CSS is used to make that table easier to read and more visually appealing to website visitors. You will use the Notepad++ editor to write CSS rules with a variety of selectors and properties that are applied to table components to change their appearance. The Chrome browser is used to display the page to test the results of your work. CSS is a very powerful tool and using it to enhance the look of a table is a valuable skill for a web developer.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions."
2189,i9AgXkvlEe2duhJkJYfIJQ,Scikit-Learn For Machine Learning Classification Problems,scikit-learn-for-machine-learning-classification-problems,"Hello everyone and welcome to this new hands-on project on Scikit-Learn Library for solving machine learning classification problems. In this project, we will learn how to build and train classifier models using Scikit-Learn library. Scikit-learn is a free machine learning library developed for python. Scikit-learn offers several algorithms for classification, regression, and clustering. Several famous machine learning models are included such as support vector machines, random forests, gradient boosting, and k-means."
2190,Xe833bsjEeupsAq4ot0YUQ,Measure a Marketing Strategy using Facebook Insights,measure-marketing-strategy-facebook-insights,"By the end of this project, learners will have a better understanding of ways they can enhance their Facebook Marketing strategies, which will ultimately improve users' Facebook Insights.

We will take an in-depth look at how to incorporate marketing strategies that will more likely enhance overall analytics, and learners will develop a deeper understanding of how to use Facebook Insights to track and measure strategic marketing efforts. Having this knowledge, allows Facebook users to more easily adapt and update strategies according to Insight results to get the most out of their Facebook strategy.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions."
2191,qsbQYHD2EeWIfhKr_WcYsQ,Introduction to Molecular Spectroscopy,spectroscopy,"The course introduces the three key spectroscopic methods used by chemists and biochemists to analyse the molecular and electronic structure of atoms and molecules. These are UV/Visible , Infra-red (IR) and Nuclear Magnetic Resonance (NMR) spectroscopies. The content is presented using short focussed and interactive screencast presentations accompanied by formative quizzes to probe understanding of the key concepts presented. Numerous exercises are provided to facilitate mastery of each topic. A unique virtual spectroscopic laboratory is made available to enable students to measure and analyse spectra online. Assessment is via summative quizzes completed during the course period."
2192,RO728xoIEeWg_RJGAuFGjw,Data Structures and Performance,data-structures-optimizing-performance,"How do Java programs deal with vast quantities of data? Many of the data structures and algorithms that work with introductory toy examples break when applications process real, large data sets.  Efficiency is critical, but how do we achieve it, and how do we even measure it?

This is an intermediate Java course. We recommend this course to learners who have previous experience in software development or a background in computer science, and in particular, we recommend that you have taken the first course in this specialization (which also requires some previous experience with Java).  

In this course, you will use and analyze data structures that are used in industry-level applications, such as linked lists, trees, and hashtables.  You will explain how these data structures make programs more efficient and flexible.  You will apply asymptotic Big-O analysis to describe the performance of algorithms and evaluate which strategy to use for efficient data retrieval, addition of new data, deletion of elements, and/or memory usage.

The program you will build throughout this course allows its user to manage, manipulate and reason about large sets of textual data.  This is an intermediate Java course, and we will build on your prior knowledge.  This course is designed around  the same video series as in our first course in this specialization, including explanations of core content, learner videos, student and engineer testimonials, and support videos -- to better allow you to choose your own path through the course!"
2193,DowqvezbEeif6BJUpu_zwg,Multilevel Modeling,mlm,"In this course, PhD candidates will get an introduction into the theory of multilevel modelling, focusing on two level multilevel models with a 'continuous' response variable. In addition, participants will learn how to run basic two-level model in R. 

The objective of this course is to get participants acquainted with multilevel models. These models are often used for the analysis of ‘hierarchical’ data, in which observations are nested within higher level units (e.g. repeated measures nested within individuals, or pupils nested within schools).  In this type of data causes of outcomes (e.g. the performance of pupils in schools) are located both at the level of the individual (e.g., own and parental resources), and at a higher, contextual, level shared by some of the individuals (e.g. characteristics of the class and of the teacher). Because of this, the assumption of 'independent observations' is violated with hierarchical data, but multilevel modelling can easily account for that. Moreover, multilevel modelling can easily deal with missing data (in most circumstances).

This course is designed and presented by Dr. Joran Jongerling on behalf of the Erasmus Graduate School of Social Sciences and the Humanities (EGSH, www.egsh.eur.nl) of the Erasmus University Rotterdam in the Netherlands. Should you have any questions about the organization or contents of the course, please send us an email at contact@egsh.eur.nl."
2194,p6YbnputEeq8sxJ8GGZFeQ,Business Transformation with Google Cloud em Português ,business-transformation-google-cloud-br,"O que é tecnologia de nuvem ou ciência de dados e por que esse assunto está em alta? Mais importante ainda, o que ela pode fazer por você, por sua equipe e pela empresa? 

Se quiser saber mais sobre a tecnologia de nuvem para se destacar no trabalho, preparar sua empresa para o futuro e prosperar na era da nuvem, o curso Business Transformation with Google Cloud é para você. Com esse treinamento interativo, você aprenderá sobre os principais fatores de negócios na nuvem (especificamente a nuvem do Google) e terá o conhecimento e as habilidades para determinar se a transformação dos negócios é ideal para você e sua equipe, além de criar projetos de curto e longo prazo usando os ""superpoderes"" da nuvem. Na apostila suplementar do aluno, você também encontrará vários modelos, guias e links de recursos que ajudarão a criar um documento de resumo personalizado que poderá ser compartilhado com a liderança, as equipes técnicas ou os parceiros.

Público principal:
Responsáveis pela tomada de decisões em empresas: diretores (gerentes de gestores), gerentes de colaboradores individuais (ICs, na sigla em inglês) ou ICs que trabalham em funções/divisões que não são de TI (como finanças, marketing, vendas, RH, design de produtos) interessados em entender os aplicativos da tecnologia de nuvem do Google para oportunidades de melhoria de negócios e projetos transformacionais."
2195,LC1bjKXBEea5PBJ4o_7wGg,Particle Physics: an Introduction,particle-physics,"This course introduces you to subatomic physics, i.e. the physics of nuclei and particles. 

More specifically, the following questions are addressed:
- What are the concepts of particle physics and how are they implemented?
- What are the properties of atomic nuclei and how can one use them?
- How does one accelerate and detect particles and measure their properties?
- What does one learn from particle reactions at high energies and particle decays?
- How do electromagnetic interactions work and how can one use them?
- How do strong interactions work and why are they difficult to understand?
- How do weak interactions work and why are they so special?
- What is the mass of objects at the subatomic level and how does the Higgs boson intervene?
- How does one search for new phenomena beyond the known ones?
- What can one learn from particle physics concerning astrophysics and the Universe as a whole?

The course is structured in eight modules. Following the first one which introduces our subject, the modules 2 (nuclear physics)
and 3 (accelerators and detectors) are rather self contained and can be studied separately. The modules 4 to 6 go into more depth about matter and forces as described by the standard model of particle physics. Module 7 deals with our ways to search for new phenomena. And the last module introduces you to two mysterious components of the Universe, namely Dark Matter and Dark Energy."
2196,su3sfI3qEeerSwrl5cA-Jg,Introduction to Indoor Air Quality,intro-indoor-air-quality,"Course Overview: https://youtu.be/LLVb4FOn4uU
This course provides a basic knowledge of an emerging area – Indoor Air Quality (IAQ) in buildings. Learners will realize the importance of maintaining proper IAQ. 

Characteristics associated with indoor air contaminants (IAC) are demonstrated, such as 
•	Particulate matters (PM2.5, PM10)
•	Radon
•	Volatile organic compounds (VOCs)
•	Asbestos
•	Bio-aerosols, and more

Safe exposure levels, resulting health effects, measurement techniques, mitigate and control measures of these IAC are discussed. 

Other important areas related to IAQ such as building ventilation systems, indoor flow characteristics, sick building syndrome, and thermal comfort are also covered in this course."
2197,_Mms-nE8EeWKsgrp3VnvAw,"Recruiting, Hiring, and Onboarding Employees",recruiting-hiring-onboarding-employees,"Finding and hiring the right people is often cited as the number one concern of businesses today. It seems we are all competing for the best and brightest workers.  As you will see in our time together in the second course, a critical component of the People Manager Value Proposition is to hire talented people who enable the organization to achieve its strategic goals. This course is an introduction into the topic of recruitment, selection and onboarding. 

At the outset of the course we will explore the importance of linking recruitment goals with overall company strategy. We then look at a number of options to recruit and select employees both effectively and legally. Throughout the course we will examine current issues in talent acquisition, such as how companies are now leveraging social media and hiring analytics to ensure better quality hires.

At the conclusion of the course, we look at how to onboard employees to promote employee commitment and engagement."
2198,Cn1mUL-pEequ3grJAAca-Q,Artificial Intelligence (AI) Education for Teachers,artificial-intelligence-education-for-teachers,"Today’s learners need to know what artificial intelligence (AI) is, how it works, how to use it in their everyday lives, and how it could potentially be used in their future. Using AI requires skills and values which extend far beyond simply having knowledge about coding and technology.
 
This course is designed by teachers, for teachers, and will bridge the gap between commonly held beliefs about AI, and what it really is. AI can be embedded into all areas of the school curriculum and this course will show you how. 

This course will appeal to teachers who want to increase their general understanding of AI, including why it is important for learners; and/or to those who want to embed AI into their teaching practice and their students’ learning. There is also a unique opportunity to implement a Capstone Project for students alongside this professional learning course.

Macquarie School of Education at Macquarie University and IBM Australia have collaborated to create this course which is aligned to AITSL ‘Proficient Level’ Australian Professional Standards at AQF Level 8."
2199,54qc2mwXEeqZGA6nG5ejfQ,Lecture Series for Preventing and Controlling COVID-19,covid-19lectureseries,"In December 2019, a cluster of patients with pneumonia of unknown cause appeared in Wuhan, Hubei. Governments at all levels and Department of Health Administration highly valued and rapidly organized the centers for Disease Control and Prevention (CDC), medical institutions, and scientific research academies to conduct a survey, rescue, and collaborative research. This new antigen was quickly identified as a novel coronavirus, named as 2019-nCoV by World Health Organization (WHO). Meanwhile, the pneumonia caused by it was named as novel coronavirus pneumonia. Implementing the decisions by the CPC Central Committee and State Council with Xi at the core, the whole country took comprehensive actions in social mobilization and deployment, taking epidemic control a most important work in the immediate future. The spread of the epidemic has been effectively controlled. However, novel coronavirus has spread to the whole world thereafter, so it called for closer international cooperation in epidemic prevention and control. Based on this situation, it was urgent to set a new MOOC program about COVID-19 and impart scientific knowledge of the disease to foreign students, undergraduate students, and all the other common people abroad, laying a solid foundation for the triumph of the war against COVID-19.
The novel coronavirus is a new strain of coronavirus that had never been found in humans before. This huge family already known can cause cold or Middle East Respiratory Syndrome (MERS), Severe Acute Respiratory Syndrome (SARS) and other severe diseases. The main signs and symptoms of the infected people include respiratory symptoms, fever, dry cough, shortness of breath, and dyspnea, etc. In severe and critical cases, there will appear pneumonia, severe acute respiratory syndrome, kidney failure, and even death. The two-month war against COVID-19 has helped us accumulate loads of experience in disease prevention, control, diagnosis, and treatment, which can be shared with the whole world as a reference.
In front of the need of our students and common people on COVID-19 prevention knowledge, the Health Science Center of Xi’an Jiaotong University has organized related experts to issue the English lectures of the epidemic prevention and control for people at home and abroad and international community. The contents are mainly about “Introduction,Diagnose,therapeutic Strategy and Prevention for COVID-19”. Through this course, we sincerely hope all our students and the common peoples of the world have scientific knowledge of COVID-19 and increased self-protection awareness, improving international community’s capacity for the prevention and control of COVID-19. We should work in great unity, take science-based and targeted measures against the epidemic, and have confidence in conquering the virus."
2200,7ai1dpKLEe63Ww6tPe9iow,Automatically Deploy Python Web Apps from Version Control to Cloud Run,googlecloud-automatically-deploy-python-web-apps-from-version-control-to-c-f38gc,This is a self-paced lab that takes place in the Google Cloud console. Learn how to automatically deploy your changes from version control to Cloud Run
2201,H1S9SiycEey_gAqlB2poCQ,Proyek Akhir Analitis Data Google: Selesaikan Sebuah Studi Kasus,proyek-akhir-analitis-data-google-selesaikan-sebuah-studi-kasus,"Ini adalah materi kedelapan dalam program Google Data Analytics Certificate (Sertifikat Analisis Data Google). Anda akan berkesempatan untuk menyelesaikan studi kasus yang sifatnya opsional, yang akan membantu mempersiapkan diri Anda dalam mencari pekerjaan di bidang analitis data. Studi kasus biasanya digunakan oleh pemberi kerja untuk menilai keterampilan analitis. Di studi kasus ini, Anda akan memilih sebuah skenario berbasis analitis. Anda kemudian akan mengajukan pertanyaan, mempersiapkan, memproses, menganalisis, memvisualisasikan, dan bertindak berdasarkan data dari skenario tersebut. Anda juga akan mempelajari keterampilan lain yang berguna untuk mencari pekerjaan melalui video berisi pertanyaan dan jawaban yang umum dalam suatu wawancara, bahan yang bermanfaat untuk menyusun portofolio secara online, dan banyak lagi. Para analis data Google akan mengajarkan dan memberi tahu Anda berbagai cara untuk menyelesaikan tugas umum analis data dengan menggunakan peralatan dan referensi materi terbaik.

Pembelajar yang menyelesaikan program sertifikat ini akan memiliki bekal yang cukup untuk melamar kerja sebagai analis data tingkat pemula. Tidak perlu pengalaman apa pun.

Di akhir materi ini, Anda akan:
 - Mempelajari manfaat dan kegunaan studi kasus dan portofolio dalam pencarian kerja.
 - Mengeksplorasi skenario wawancara kerja di dunia nyata dan pertanyaan yang umum di suatu wawancara.
 - Mengetahui bagaimana studi kasus dapat menjadi bagian dari proses wawancara kerja. 
 - Memeriksa dan mempertimbangkan skenario studi kasus yang berbeda-beda. 
 - Berkesempatan untuk menyelesaikan studi kasus Anda sendiri untuk portofolio Anda."
2202,7IOJoLA1EeqJ9grhx9tKsw,Understanding Your Google Cloud Costs em Português,gcp-cost-management-br,"Noções básicas sobre custos do Google Cloud Platform (GCP) para quem trabalha em tecnologia ou finanças e é responsável por gerenciar os custos do GCP. 

Você aprenderá a configurar uma conta de faturamento, organizar recursos e gerenciar permissões de acesso ao faturamento. 

No laboratório prático, você aprenderá a ver faturas, monitorar os custos do GCP com os relatórios de faturamento, analisar dados de faturamento com o BigQuery ou com o Planilhas Google e criar painéis personalizados de faturamento com o Data Studio.                

Os participantes do curso não precisam ter experiência técnica anterior com o Google Cloud."
2203,jxNTsldfEeu3_xIeBrtbdw,Introduction to Digital Marketing,introduction-digital-marketing,"Although traditional marketing strategies are still used, companies continue to shift their focus to digital approaches such as search engines, social media. These technologies take into account the journey of the customer and how they make their purchase decisions. It is important for marketers to have an understanding of digital marketing strategies and familiarize themselves with the key technologies underlying them. This course will offer students a panoramic view of digital marketing and provide insights into key strategies using Internet-based platforms. In addition, it will focus on content that resonates with consumers that helps businesses differentiate themselves in competitive markets."
2204,xZqhubeuEeuhvApQ-8cGMw,How to design Facebook/IG Stories using Canva,how-to-design-facebookig-stories-using-canva,"In this 1-hour long project-based course, you will learn how to create designs for Instagram/Facebook stories using Canva. We will use the Canva platform to create social media(Instagram and Facebook) stories using built-in templates as well as from the scratch. This course includes Canva introduction, exploration of Canva dashboard, you will learn to use different elements from Canva, creation of social media stories using built-in templates, and from the scratch. You will also learn how you can use free images from a third-party source like Pixabay.


Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions."
2205,oS2FlU5kEeaRUwokXvhjDw,Professional Skills for International Business,professional-skills-networking,"This course provides insight into the key professional skills needed by managers at all levels of an organisation. You’ll learn key skills such as how to make a positive first impression; how to become a role model at work; effective time and resource management; and networking.

This course forms part of a specialisation from the University of London designed to help you develop and build the essential business, academic, and cultural skills necessary to succeed in international business, or in further study. 

If completed successfully, your certificate from this specialisation can also be used as part of the application process for the University of London Global MBA programme, particularly for early career applicants. If you would like more information about the Global MBA, please visit https://mba.london.ac.uk/.

This course is endorsed by CMI"
2206,z7N7I4I-EemxHBIfhzoMNA,Simulation Skills: This is Your Brain on the Future,simulation-skills,"Do you want to learn how to simulate the future more creatively and more effectively? This course is for you.

Humans are the only living creatures with the ability to think about and make plans for the long- term future. Even so, our brains don’t always make it easy. Over the past decade, scientists have discovered a number of neurological “road blocks” to effective futures thinking. These glitches in the brain make it harder for us to accurately predict how we’ll feel and what we’re likely to do, when a particular future arrives. They lead us to make faulty assumptions about which futures are likely or unlikely to happen. And they convince us we have less power to shape and influence the future than we actually do – leaving us stuck in the present. 

In this course, you’ll learn how to overcome these obstacles so you can think about the future more strategically and creatively. You’ll practice simulation techniques for “unsticking” the mind when it comes to seeing what’s possible in the future and accepting how things could be different. You’ll also learn how to lead others through “first-person future” simulations, which have been shown in scientific studies to improve strategy and increase motivation and hope for the future. Along the way, leading futurists from the Institute from the Future will share some of their most challenging forecasts to help you stretch your imagination and improve your simulation skills. 

This course will ensure that you can put all of your new forecasting skills to the best possible use, by helping you nudge your brain toward more effective ways of simulating and preparing for the future.

Many thanks to the Enlight Foundation and the Enlight Collaborative, which provided a grant to support the creation of this course."
2207,QNj1YNo9EeeH8g6KA-0xng,Cloud Security Basics,cloud-security-basics,"This course introduces you to cybersecurity for the cloud. We'll learn and apply classic security techniques to today’s cloud security problems. We start with a deceptively simple and secure web service and address the problems arising as we improve it. We’ll analyze recent cloud security vulnerabilities using standard, systematic techniques. We’ll build our own web service case studies and construct security solutions for them. Our toolkit contains classic security concepts like Least Privilege and Separation of Duty, as well as more technical cryptographic and access control techniques."
